Landing Page URL ID,Referrer URL,Impression ID,Asset ID,Active View: Eligible Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Activity ID,Event Time,Event Type,Event Sub-Type,User ID,Advertiser ID
ID625,https://www.amazon.fr/,impr6,1929394,1278302,7178081,4876,68244,1643894625416,VIEW,4283319,USER_ID3,7008182
ID626,https://fr.aliexpress.com/,impr ,1252893,9223435,1615706,9647285,5976718,1643894625541,VIEW,7266734,USER_ID6,6548226
ID627,https://www.cdiscount.com/,"impr,",5917178,1651880,6583666,984462,5995435,1643894625652,CLICK,5382806,USER_ID4,9322152
ID628,https://www.cdiscount.com/,impr7,5786294,5705942,6301846,7835082,1806088,1643894625813,NULL,2264740,USER_ID0,8576319
ID629,https://shopping.google.fr/,impr3,7732314,402342,5929045,7289979,190341,1643894626018,CLICK,6260773,USER_ID1,2764270
ID630,https://www.cdiscount.com/,impr4,3313575,8545075,2485494,3216450,9696763,1643894626200,NULL,3559413,USER_ID ,5275467
ID631,https://www.amazon.fr/,impr ,5507906,173904,6572965,1316956,6661496,1643894626415,VIEW,246835,USER_ID5,6545259
ID632,https://www.cdiscount.com/,impr0,8177275,3464746,7854002,4655681,3798206,1643894626509,CONVERSION,3225700,"USER_ID,",3698625
ID633,https://shopping.google.fr/,impr8,3497285,6029159,7857841,5142003,9315433,1643894626606,CLICK,1476882,USER_ID8,7449143
ID634,https://shopping.google.fr/,impr ,5234910,6472636,130488,9661674,7271956,1643894626752,VIEW,9413499,USER_ID2,5007942
ID635,https://www.cdiscount.com/,impr8,1314859,1943997,1629507,5565377,4200691,1643894626891,CONVERSION,3427919,USER_ID8,85861
ID636,https://www.amazon.fr/,impr9,7143863,1097433,1680381,5680682,503633,1643894627018,CONVERSION,6100011,USER_ID4,5217652
ID637,https://www.amazon.fr/,impr0,1060099,5354784,1553656,8494540,1015846,1643894627111,CLICK,3813820,USER_ID5,81008
ID638,https://fr.aliexpress.com/,impr9,5800619,125243,9144331,6692914,2067971,1643894627215,VIEW,548237,USER_ID1,8853532
ID639,https://www.amazon.fr/,impr6,1581237,5585048,425597,2671099,7914738,1643894627297,NULL,2853336,USER_ID8,5693015
ID640,https://www.cdiscount.com/,impr2,7936587,7674008,9614945,8384698,6094007,1643894627378,VIEW,5205034,USER_ID6,5889274
ID641,https://fr.aliexpress.com/,impr9,3912663,6654658,4367106,24211,8840648,1643894627510,NULL,8172917,"USER_ID,",2136446
ID642,https://fr.aliexpress.com/,impr6,2332599,9378483,1578144,6093822,4098633,1643894627611,CONVERSION,3428335,USER_ID5,8824633
ID643,https://fr.aliexpress.com/,impr9,4043094,6324780,3444121,6921748,2033626,1643894627742,CLICK,9755116,USER_ID ,5103781
ID644,https://shopping.google.fr/,impr ,8277433,8224735,9265491,5447607,4850194,1643894627919,CONVERSION,7910526,USER_ID1,8361883
ID645,https://www.amazon.fr/,impr3,9371065,3718419,6364768,2821410,4859969,1643894628166,NULL,1801473,USER_ID3,6038855
ID646,https://shopping.google.fr/,impr3,72691,4703321,9781560,5909325,2050258,1643894628321,NULL,5049096,USER_ID0,3708706
ID647,https://www.cdiscount.com/,impr2,5845218,7297983,9205782,993365,9475206,1643894628413,CLICK,8070521,USER_ID3,73339
ID648,https://www.amazon.fr/,impr3,2040265,3593941,5397123,2013486,9598998,1643894628501,CONVERSION,7304095,USER_ID1,4417756
ID649,https://www.cdiscount.com/,impr0,1520143,7001111,3300504,8875126,961967,1643894628739,CLICK,151814,USER_ID1,9050290
ID650,https://www.cdiscount.com/,impr8,8454151,5157684,323584,7277283,3154125,1643894629001,VIEW,3504214,USER_ID0,2091399
ID651,https://shopping.google.fr/,impr5,7558252,8403485,9384640,725016,6191413,1643894629177,VIEW,2996205,USER_ID3,9218906
ID652,https://www.amazon.fr/,impr6,9364521,1465150,6771045,6521467,640463,1643894629298,CLICK,3906084,USER_ID0,8945614
ID653,https://www.amazon.fr/,impr7,8355466,9808003,3327549,5079923,8327597,1643894629447,CLICK,7445527,USER_ID1,1528592
ID654,https://fr.aliexpress.com/,impr0,2689045,2632007,5773421,3472325,9148682,1643894629558,CONVERSION,3660765,"USER_ID,",2593082
ID655,https://www.amazon.fr/,impr7,3925513,4716668,5775139,904723,9797998,1643894629660,CLICK,7282993,USER_ID7,4897331
ID656,https://www.amazon.fr/,impr7,8351331,6959108,2565351,9264002,5844312,1643894629763,NULL,937410,USER_ID3,5206972
ID657,https://fr.aliexpress.com/,impr4,4195302,9821532,335156,7886505,6163428,1643894629904,CONVERSION,5804520,USER_ID3,5238936
ID658,https://www.amazon.fr/,"impr,",8816296,7602982,8189810,136051,6437941,1643894630013,VIEW,3948276,USER_ID3,6777271
ID659,https://fr.aliexpress.com/,impr2,7266482,2330557,694606,8041880,2764248,1643894630117,VIEW,6957752,USER_ID3,647225
ID660,https://www.amazon.fr/,impr0,7701474,6202170,1528078,3006200,9451584,1643894630262,CONVERSION,3336142,USER_ID2,3867209
ID661,https://shopping.google.fr/,impr7,1349761,3239502,6819408,439010,3712947,1643894630367,NULL,6516304,USER_ID4,1884417
ID662,https://shopping.google.fr/,impr7,9828115,6246109,1244112,261601,3737920,1643894630474,CLICK,9120093,USER_ID3,45108
ID663,https://shopping.google.fr/,impr9,6279329,8562220,7421883,1331370,8323723,1643894630610,VIEW,4405041,USER_ID8,2327629
ID664,https://www.cdiscount.com/,impr8,9323986,8763013,6090752,4568658,617479,1643894630767,CLICK,4990016,USER_ID ,2832731
ID665,https://fr.aliexpress.com/,impr7,1222795,5611597,1708910,9893563,4340402,1643894630877,CLICK,4781362,USER_ID3,7824217
ID666,https://www.amazon.fr/,impr5,1378115,8136383,6943760,1351910,7348972,1643894631025,NULL,3120634,USER_ID0,2290625
ID667,https://fr.aliexpress.com/,impr0,2511359,9035999,995097,5552566,6393724,1643894631128,CONVERSION,9565333,USER_ID ,6608217
ID668,https://fr.aliexpress.com/,impr2,9888203,9602304,5405832,6962495,3361968,1643894631261,CONVERSION,210043,USER_ID3,4395543
ID669,https://www.cdiscount.com/,impr0,3815061,5815079,9224645,3929957,2388564,1643894631395,NULL,3759800,USER_ID0,7609057
ID670,https://www.amazon.fr/,impr ,869951,9129185,6839281,4372663,3042743,1643894631503,VIEW,3294559,USER_ID7,4764909
ID671,https://shopping.google.fr/,impr2,9100609,5261058,4638610,5107254,8775975,1643894631703,NULL,3979295,USER_ID7,6763276
ID672,https://www.cdiscount.com/,impr3,1230443,2297257,9924,5383094,3525587,1643894631907,NULL,7422152,USER_ID6,2136348
ID673,https://www.amazon.fr/,impr ,1614377,7873580,206987,8972747,9535050,1643894632006,CONVERSION,8158940,USER_ID4,5813873
ID674,https://fr.aliexpress.com/,impr3,5312258,8196703,4905125,7698594,654651,1643894632156,CONVERSION,9376980,USER_ID0,4818289
ID675,https://www.cdiscount.com/,impr2,194179,8760009,70835,5073521,479415,1643894632342,CLICK,5257911,USER_ID9,2542805
ID676,https://shopping.google.fr/,impr9,6827982,3626382,2834155,9309341,9165561,1643894632461,CONVERSION,5083723,USER_ID3,496680
ID677,https://fr.aliexpress.com/,impr7,9039758,3489882,1805334,7674388,3327497,1643894632572,CONVERSION,3919830,USER_ID5,8581695
ID678,https://www.cdiscount.com/,"impr,",7054860,3572903,6136052,3516625,2961654,1643894632682,CONVERSION,1708991,"USER_ID,",7980353
ID679,https://fr.aliexpress.com/,impr3,2167579,5436724,3531859,5435126,411062,1643894632868,NULL,4840167,USER_ID1,1991488
ID680,https://shopping.google.fr/,impr8,930144,2429138,6784172,257964,4213110,1643894632983,NULL,5446158,USER_ID8,7726525
ID681,https://fr.aliexpress.com/,impr2,4105811,1566618,4198399,9767025,2285142,1643894633091,CLICK,776224,USER_ID1,6850976
ID682,https://www.cdiscount.com/,"impr,",5436811,843656,698106,3554524,1009782,1643894633275,NULL,8389466,USER_ID7,6888884
ID683,https://www.amazon.fr/,impr2,9644299,8856817,1575281,320991,2385196,1643894633434,VIEW,378533,USER_ID6,1323724
ID684,https://www.amazon.fr/,impr9,7826283,1788839,8503017,8528762,7890589,1643894633614,CLICK,3242324,USER_ID2,7657985
ID685,https://www.cdiscount.com/,impr6,9793855,4835344,20197,2616967,4329138,1643894633759,CLICK,5627563,USER_ID6,9292280
ID686,https://fr.aliexpress.com/,impr3,5823865,3910131,8749944,2916723,7179140,1643894633898,NULL,5637396,USER_ID0,5143277
ID687,https://fr.aliexpress.com/,impr5,229524,6906485,8882319,7810118,1916628,1643894634118,CLICK,3152697,USER_ID0,5791900
ID688,https://shopping.google.fr/,impr0,6127396,4305660,3436845,2438642,6787342,1643894634216,CONVERSION,6134596,USER_ID4,1520298
ID689,https://www.cdiscount.com/,impr2,9559424,6583105,9325760,5948395,1323975,1643894634331,CONVERSION,2170841,USER_ID3,8175881
ID690,https://www.cdiscount.com/,"impr,",2098915,9073587,3882537,5440102,5447067,1643894634443,NULL,980544,USER_ID8,7042191
ID691,https://fr.aliexpress.com/,impr ,931234,9229200,3718808,774819,9840204,1643894634545,VIEW,385774,USER_ID9,7937782
ID692,https://shopping.google.fr/,impr1,1534069,4088767,872514,6744522,5229395,1643894634653,VIEW,214093,USER_ID ,9568983
ID693,https://shopping.google.fr/,impr7,5394664,54756,8191215,5540469,6622992,1643894634757,VIEW,7696546,USER_ID2,3215727
ID694,https://www.cdiscount.com/,impr4,8761122,845348,8332506,6238999,8136994,1643894634890,VIEW,1236698,USER_ID2,312675
ID695,https://www.amazon.fr/,impr2,4902196,2331882,7778028,6503705,7590197,1643894634994,CONVERSION,7446493,"USER_ID,",1793514
ID696,https://www.amazon.fr/,"impr,",6428117,7092171,569292,3335276,8363512,1643894635095,CONVERSION,1325635,USER_ID3,2506657
ID697,https://www.cdiscount.com/,"impr,",3882400,7646343,8381223,8329593,7086584,1643894635198,CLICK,8905336,USER_ID4,6397691
ID698,https://shopping.google.fr/,impr2,3723107,1169586,3185334,5222330,8746985,1643894635308,CONVERSION,872386,USER_ID4,7660107
ID699,https://shopping.google.fr/,impr0,5461741,4831984,3456120,8968695,3223434,1643894635446,CONVERSION,783822,USER_ID6,4190059
ID700,https://fr.aliexpress.com/,impr5,6426117,1855664,6193258,5206409,7343489,1643894635598,NULL,1681133,"USER_ID,",4477612
ID701,https://www.cdiscount.com/,impr5,2512687,7390486,133158,1412636,81861,1643894635697,NULL,4780813,USER_ID4,3559602
ID702,https://www.amazon.fr/,"impr,",8596330,8866347,716009,6855367,8839576,1643894635797,VIEW,5387694,USER_ID ,250038
ID703,https://fr.aliexpress.com/,impr1,1506058,5254401,7049223,2133054,4878913,1643894635896,VIEW,8891733,USER_ID3,6046537
ID704,https://shopping.google.fr/,impr2,8021780,8151056,7906020,2984563,4588062,1643894636031,VIEW,8426282,USER_ID2,9327606
ID705,https://fr.aliexpress.com/,impr5,561100,9864444,3908847,8651593,9989188,1643894636163,CONVERSION,6490951,"USER_ID,",932451
ID706,https://fr.aliexpress.com/,impr8,8208535,406213,4307232,2605992,1705570,1643894636356,CONVERSION,2011754,USER_ID9,8990923
ID707,https://shopping.google.fr/,impr4,947742,2279674,5059416,6298482,601487,1643894636568,CONVERSION,6290224,USER_ID0,9836444
ID708,https://shopping.google.fr/,"impr,",7313182,4114417,616619,9038824,3759247,1643894636681,CONVERSION,2782711,USER_ID2,1139537
ID709,https://www.amazon.fr/,impr9,6260392,4647781,3092440,585263,881280,1643894636808,NULL,5211686,USER_ID7,4389468
ID710,https://www.cdiscount.com/,impr1,2293886,6504982,9880130,3081389,6222267,1643894636936,CONVERSION,5329395,USER_ID6,482638
ID711,https://www.amazon.fr/,impr5,5973483,7450373,8888007,9982436,1638907,1643894637044,VIEW,7687261,USER_ID9,154169
ID712,https://fr.aliexpress.com/,impr0,5424699,9727766,1205111,7599386,4394718,1643894637170,CONVERSION,1146171,USER_ID7,5062105
ID713,https://www.amazon.fr/,impr6,5379630,2943167,7092335,3448888,7022073,1643894637284,VIEW,9160410,USER_ID8,5732317
ID714,https://shopping.google.fr/,"impr,",195481,3875520,711909,9216569,9639301,1643894637402,CONVERSION,1272888,USER_ID8,5807956
ID715,https://shopping.google.fr/,impr8,9053044,6552360,1917602,34757,1577181,1643894637509,CONVERSION,6911100,USER_ID ,6229135
ID716,https://www.amazon.fr/,impr4,3540291,1862252,8243802,6630253,5642716,1643894637786,CLICK,9353377,"USER_ID,",5541326
ID717,https://www.amazon.fr/,impr6,2528685,5127280,1060299,3168108,6051324,1643894637939,VIEW,6594831,USER_ID4,7336926
ID718,https://shopping.google.fr/,"impr,",8117578,684225,5917530,8451341,1885874,1643894638055,CLICK,2902612,USER_ID1,9561616
ID719,https://fr.aliexpress.com/,impr0,5328819,6761960,5300409,8852939,8184862,1643894638167,VIEW,1110594,USER_ID7,9060876
ID720,https://www.cdiscount.com/,impr4,2064440,5606423,2238034,6456318,9352793,1643894638267,CONVERSION,3359480,USER_ID2,1020276
ID721,https://fr.aliexpress.com/,impr6,6054483,616345,4493379,1051587,2372257,1643894638371,CONVERSION,8884739,USER_ID7,6377303
ID722,https://fr.aliexpress.com/,"impr,",7112779,2258474,2815338,397737,1546869,1643894638467,VIEW,2561709,USER_ID0,853690
ID723,https://www.amazon.fr/,"impr,",6086501,9060197,4481922,787010,3155875,1643894638566,NULL,2545043,USER_ID6,2900193
ID724,https://www.amazon.fr/,impr0,3550182,4056738,9366604,6654703,4655948,1643894638674,CONVERSION,7777513,USER_ID8,6976050
ID725,https://fr.aliexpress.com/,impr9,7240562,1940629,7010132,4436110,8295200,1643894638799,NULL,4458658,"USER_ID,",7887048
ID726,https://www.amazon.fr/,impr1,7178689,2846409,7030170,4410415,7047150,1643894638900,CONVERSION,159405,USER_ID1,9547893
ID727,https://fr.aliexpress.com/,impr9,8695463,4121249,8552103,2946983,1115510,1643894639001,NULL,7441216,USER_ID8,9101786
ID728,https://shopping.google.fr/,impr7,1775276,2961446,8264907,1234503,6471326,1643894639084,CLICK,1983943,USER_ID8,2290531
ID729,https://fr.aliexpress.com/,impr7,6872152,2007891,9413200,6517317,3916808,1643894639186,VIEW,731188,USER_ID7,7183307
ID730,https://fr.aliexpress.com/,impr ,3606605,8549568,4410777,3892728,5373252,1643894639321,CLICK,1059677,USER_ID6,4255575
ID731,https://fr.aliexpress.com/,impr0,4167498,5075327,7692553,1558384,8994803,1643894639435,CLICK,3363039,USER_ID7,3253130
ID732,https://www.cdiscount.com/,impr6,9200668,5161179,6455728,9573320,6146511,1643894639535,VIEW,4455600,USER_ID ,6540809
ID733,https://shopping.google.fr/,impr1,7993332,2316444,1902556,8687100,5717618,1643894639635,CLICK,2708808,USER_ID1,9657630
ID734,https://shopping.google.fr/,impr5,2329193,4844451,4309868,2774007,8463095,1643894639737,CLICK,8001109,"USER_ID,",8191947
ID735,https://fr.aliexpress.com/,impr9,7799932,4432397,2663310,3881206,6737531,1643894639862,VIEW,1469722,USER_ID5,6780074
ID736,https://www.amazon.fr/,impr0,1394468,3757895,3616371,5054084,4323886,1643894639973,CONVERSION,2626702,USER_ID ,7108506
ID737,https://fr.aliexpress.com/,impr7,3154588,2243,2712675,8786286,911551,1643894640095,CONVERSION,727594,USER_ID9,452917
ID738,https://www.amazon.fr/,impr7,4883343,8804761,4022753,2715470,9807841,1643894640213,CLICK,804206,USER_ID9,5376294
ID739,https://www.cdiscount.com/,impr1,9190875,9669533,3993040,8931803,6092846,1643894640327,CLICK,2718943,USER_ID2,3174144
ID740,https://fr.aliexpress.com/,impr1,2746656,1422612,4666853,2175688,5846210,1643894640449,NULL,2959330,USER_ID1,9495580
ID741,https://shopping.google.fr/,impr6,2363349,7492669,5936788,7045051,9105913,1643894640564,CONVERSION,7441344,USER_ID ,620424
ID742,https://shopping.google.fr/,impr6,3020964,7483218,5254516,121505,5080845,1643894640666,CLICK,5916420,USER_ID4,5542998
ID743,https://shopping.google.fr/,impr7,9775477,9871868,5510052,1270816,4522750,1643894640766,VIEW,6771335,USER_ID3,6724520
ID744,https://shopping.google.fr/,impr8,1172056,6883153,1017603,3165061,2859979,1643894640912,NULL,4976754,USER_ID ,1617759
ID745,https://www.cdiscount.com/,impr ,601078,8932370,1881356,9224290,6309784,1643894641039,VIEW,4902492,USER_ID0,5217925
ID746,https://shopping.google.fr/,impr0,1159681,2726214,4268340,6083836,1852614,1643894641215,CONVERSION,2648363,USER_ID7,2426875
ID747,https://fr.aliexpress.com/,impr5,4172370,4615467,7908818,6367315,8614942,1643894641337,VIEW,8557024,USER_ID ,5374172
ID748,https://www.amazon.fr/,impr9,1614273,6058927,7151360,8341770,2342735,1643894641463,NULL,4861489,USER_ID4,3366369
ID749,https://shopping.google.fr/,impr1,3239093,5419738,2084683,5376060,6333681,1643894641589,NULL,5133169,USER_ID3,3374317
ID750,https://shopping.google.fr/,impr0,2073367,4620148,842907,5636184,6991971,1643894641701,CLICK,5548161,USER_ID2,1394149
ID751,https://www.amazon.fr/,impr7,6256915,889573,2571204,2948059,1762448,1643894641850,VIEW,1134133,USER_ID6,3877184
ID752,https://fr.aliexpress.com/,impr9,553902,3884372,6932385,7387341,1806382,1643894642056,VIEW,6132946,USER_ID4,7673632
ID753,https://fr.aliexpress.com/,impr ,6647911,407856,5247836,3489722,6359510,1643894642188,CLICK,9364870,USER_ID8,1240499
ID754,https://shopping.google.fr/,impr3,9702693,339859,9420489,8370136,4252140,1643894642319,VIEW,9274653,USER_ID2,6446863
ID755,https://shopping.google.fr/,impr ,9539218,8919340,2246247,8993675,8977497,1643894642457,NULL,22121,USER_ID9,9686531
ID756,https://shopping.google.fr/,impr5,9968999,3432613,2313923,4077669,226847,1643894642580,CONVERSION,7884616,USER_ID8,1587196
ID757,https://fr.aliexpress.com/,impr ,1862414,3455921,7855367,2248790,3731511,1643894642804,CONVERSION,4137305,USER_ID ,6253802
ID758,https://shopping.google.fr/,impr ,7342991,4105796,2224983,5856835,3479986,1643894642903,CLICK,6550198,USER_ID ,9507779
ID759,https://www.amazon.fr/,impr7,2053217,6415993,9036836,1877358,5047536,1643894643022,CLICK,2800023,USER_ID8,1339155
ID760,https://www.cdiscount.com/,impr1,4354157,3165078,5474169,2471091,6213577,1643894643120,NULL,6981841,"USER_ID,",7003085
ID761,https://fr.aliexpress.com/,impr0,9756513,4856811,8208413,8084610,9474750,1643894643241,NULL,6173779,USER_ID1,1849064
ID762,https://shopping.google.fr/,impr6,6797423,4244433,4387600,8152668,3389875,1643894643345,CONVERSION,4705739,USER_ID6,6209755
ID763,https://shopping.google.fr/,impr1,9271050,9129634,9752395,6726416,8364554,1643894643462,NULL,7993014,USER_ID1,6420503
ID764,https://www.amazon.fr/,impr0,9390387,2264360,2844771,4931692,8619125,1643894643610,VIEW,9435678,USER_ID1,9217875
ID765,https://fr.aliexpress.com/,impr3,3968456,2143645,5841674,4809275,1889590,1643894643735,CLICK,3891450,USER_ID2,5484277
ID766,https://fr.aliexpress.com/,"impr,",4056494,973649,5220478,7676872,793404,1643894643861,CLICK,8437851,USER_ID7,2893669
ID767,https://fr.aliexpress.com/,impr5,4800390,393711,2331263,2674574,3684549,1643894643967,CONVERSION,7314057,USER_ID3,8218576
ID768,https://shopping.google.fr/,impr2,6030388,4074049,9872376,7344825,8291733,1643894644068,CONVERSION,4474343,USER_ID ,6678099
ID769,https://www.amazon.fr/,impr2,53817,8868497,2658355,4882430,9941146,1643894644171,CONVERSION,6516760,USER_ID3,8538936
ID770,https://www.cdiscount.com/,impr0,5355653,2276645,381926,2926968,7172970,1643894644280,NULL,9917267,USER_ID6,9896747
ID771,https://www.cdiscount.com/,impr1,6650279,562780,3843529,1331153,4740736,1643894644417,CONVERSION,7972716,USER_ID ,4621845
ID772,https://www.cdiscount.com/,impr0,4958755,9879817,2511340,8946700,1643097,1643894644517,NULL,1688212,USER_ID3,3213750
ID773,https://fr.aliexpress.com/,impr ,7325201,8072156,544602,5155345,1218457,1643894644624,VIEW,803301,"USER_ID,",2858744
ID774,https://www.cdiscount.com/,impr7,6762070,2450483,8552589,1916008,1014835,1643894644729,NULL,4855157,USER_ID0,2441235
ID775,https://www.amazon.fr/,impr2,1199782,2909881,4114489,9640665,451604,1643894644851,VIEW,1648446,USER_ID1,1041519
ID776,https://www.cdiscount.com/,impr7,1648997,9565284,206818,7757337,4074104,1643894645011,CLICK,8278752,USER_ID8,3638427
ID777,https://www.amazon.fr/,impr4,6545078,7460474,6152916,5167275,2535901,1643894645145,VIEW,897606,USER_ID6,8568453
ID778,https://www.amazon.fr/,impr ,4165664,8474823,7644301,3978101,892598,1643894645262,CLICK,9166199,USER_ID8,6932154
ID779,https://www.cdiscount.com/,impr9,7272407,7917444,8550324,9394092,8812991,1643894645385,CONVERSION,9535539,USER_ID6,8228208
ID780,https://shopping.google.fr/,impr4,5647676,5183076,5416731,3371030,967619,1643894645657,CLICK,6936604,USER_ID2,1213891
ID781,https://shopping.google.fr/,impr7,667715,2806713,1890527,5031926,3599165,1643894645766,CONVERSION,2703619,USER_ID9,9060163
ID782,https://www.amazon.fr/,"impr,",8767696,8792959,1936617,371674,3712747,1643894645865,VIEW,600907,USER_ID6,3572018
ID783,https://www.cdiscount.com/,impr8,382995,369195,69622,2528630,9801070,1643894645961,CONVERSION,4438561,USER_ID ,1515250
ID784,https://shopping.google.fr/,impr9,6133351,5744847,2627810,7672675,3271256,1643894646095,CLICK,668585,USER_ID6,1049099
ID785,https://www.cdiscount.com/,"impr,",8781624,108947,7426579,4259227,2202335,1643894646314,CONVERSION,3114727,USER_ID ,8606166
ID786,https://fr.aliexpress.com/,impr2,510952,6912457,474058,1292905,2050463,1643894646442,CLICK,5725807,USER_ID8,8128698
ID787,https://shopping.google.fr/,impr6,8789209,9788266,9657699,3828266,7766137,1643894646552,CLICK,6541903,USER_ID4,4804973
ID788,https://fr.aliexpress.com/,impr7,7070290,9511385,343556,5551222,7511613,1643894646650,CONVERSION,6792786,USER_ID0,1402709
ID789,https://www.amazon.fr/,impr1,9105952,6860117,3623905,4647090,9647435,1643894646743,CLICK,34043,USER_ID1,4670896
ID790,https://shopping.google.fr/,impr3,3557557,2815608,6866194,8139984,5736782,1643894646852,CLICK,3151009,"USER_ID,",9488484
ID791,https://www.cdiscount.com/,impr0,4115790,9095627,1374729,5076370,8029568,1643894646982,VIEW,2120071,USER_ID5,3615291
ID792,https://fr.aliexpress.com/,impr0,8549851,6388626,4316222,5339465,116845,1643894647085,CONVERSION,5659657,USER_ID4,8615074
ID793,https://www.amazon.fr/,impr3,1298761,7661298,6156109,8503322,1130712,1643894647209,NULL,2049129,USER_ID8,7422484
ID794,https://www.cdiscount.com/,impr ,370230,4739476,8434958,6887395,1520915,1643894647447,VIEW,8597255,"USER_ID,",7253191
ID795,https://shopping.google.fr/,impr8,1891385,9942571,929756,965991,2182356,1643894647565,VIEW,519593,USER_ID6,8031855
ID796,https://fr.aliexpress.com/,impr2,6180297,1851460,6002846,1601340,431204,1643894647663,CONVERSION,7589777,USER_ID9,2094015
ID797,https://shopping.google.fr/,impr9,3292044,3151279,2192630,7125975,9847157,1643894647873,VIEW,6666704,"USER_ID,",7947994
ID798,https://shopping.google.fr/,"impr,",682493,4818722,6897732,3394446,1821127,1643894648016,CLICK,845195,USER_ID8,1761757
ID799,https://shopping.google.fr/,impr6,5282329,9912386,9864637,1881586,9574324,1643894648120,CLICK,3268580,USER_ID5,4613589
ID800,https://shopping.google.fr/,impr ,5992866,5283740,5087833,3449234,5600759,1643894648229,VIEW,7249775,"USER_ID,",4395963
ID801,https://fr.aliexpress.com/,"impr,",2404453,9959213,9188029,8848473,393622,1643894648463,CLICK,610292,"USER_ID,",9786705
ID802,https://www.cdiscount.com/,impr2,5243264,298955,7289685,7564174,8198757,1643894648665,CONVERSION,5867236,USER_ID6,276225
ID803,https://www.cdiscount.com/,impr2,8142546,7968428,5388582,6997192,3412507,1643894648800,VIEW,152264,USER_ID9,8636536
ID804,https://fr.aliexpress.com/,impr0,5508687,3005102,3862808,9423836,1367072,1643894648975,CONVERSION,3219303,USER_ID ,3357583
ID805,https://www.amazon.fr/,impr6,6607622,5029200,7832052,1661635,8163440,1643894649074,CONVERSION,6242147,USER_ID1,9080771
ID806,https://shopping.google.fr/,impr7,9246993,5404066,5111554,8285105,6260689,1643894649181,CONVERSION,9566886,USER_ID8,1999608
ID807,https://fr.aliexpress.com/,"impr,",6797617,6182809,7505785,277622,4990091,1643894649281,VIEW,6551503,USER_ID8,2500656
ID808,https://www.cdiscount.com/,impr4,9530813,2706389,9775550,3251712,3900463,1643894649403,CONVERSION,1893360,USER_ID6,9359342
ID809,https://fr.aliexpress.com/,impr8,7815003,2147840,8609305,8629229,46243,1643894649522,NULL,5600464,USER_ID6,9665866
ID810,https://fr.aliexpress.com/,impr0,7400577,9115390,558473,314569,2052220,1643894649621,NULL,9719946,USER_ID6,5312184
ID811,https://www.amazon.fr/,impr7,711398,2505464,3669271,3006420,4098405,1643894649715,VIEW,5235225,USER_ID4,4319720
ID812,https://shopping.google.fr/,impr ,7976175,879197,7912919,2652142,1813167,1643894649806,VIEW,6245359,USER_ID8,5764032
ID813,https://fr.aliexpress.com/,impr ,419182,5931695,6488606,1121423,6915934,1643894649925,CONVERSION,9277024,USER_ID3,1712535
ID814,https://shopping.google.fr/,impr6,4414675,6947280,9668169,6613370,9161527,1643894650022,CLICK,5890197,USER_ID9,9136655
ID815,https://fr.aliexpress.com/,impr8,8802332,8472103,7952663,9104165,5193260,1643894650117,VIEW,5577478,USER_ID5,7048718
ID816,https://shopping.google.fr/,impr5,9995326,6120744,5404764,6643715,2287048,1643894650230,CLICK,6540099,USER_ID4,1148124
ID817,https://shopping.google.fr/,impr9,6793964,6672544,4463115,4524210,7411641,1643894650343,NULL,3431990,USER_ID8,6845493
ID818,https://shopping.google.fr/,impr ,8827182,864633,6545031,4040884,4422694,1643894650508,CLICK,6057461,USER_ID8,1392057
ID819,https://www.cdiscount.com/,impr ,8271257,9618373,3900368,7289443,7243275,1643894650675,NULL,1374312,"USER_ID,",615379
ID820,https://shopping.google.fr/,"impr,",8902053,5639466,4880798,6663173,5410296,1643894650815,NULL,685906,USER_ID ,6659030
ID821,https://www.cdiscount.com/,impr4,8491110,9325142,8615524,140071,9180386,1643894650950,NULL,8627701,USER_ID7,8821915
ID822,https://www.amazon.fr/,impr4,9486220,2398038,3044026,2178931,4511274,1643894651060,NULL,9371348,USER_ID6,4811032
ID823,https://shopping.google.fr/,impr5,2840214,6769349,3157958,8225475,8130640,1643894651158,CLICK,4501154,USER_ID3,3353851
ID824,https://www.amazon.fr/,impr6,7348363,3993978,1977732,8041810,6851747,1643894651257,CLICK,3247288,USER_ID6,7768833
ID825,https://fr.aliexpress.com/,impr8,2977685,9798493,5802085,1556689,5006744,1643894651358,CLICK,3424899,USER_ID3,9525621
ID826,https://www.amazon.fr/,impr3,933693,396304,3846716,4835489,3846883,1643894651459,CONVERSION,6252560,"USER_ID,",2521238
ID827,https://www.amazon.fr/,impr0,9114545,9591933,6828206,659186,3387383,1643894651561,NULL,9734512,USER_ID ,9759042
ID828,https://www.cdiscount.com/,"impr,",2937619,43631,9338001,4185758,9362672,1643894651675,CLICK,812716,USER_ID ,6301313
ID829,https://www.amazon.fr/,impr9,5831325,8380909,2743531,2879108,4184482,1643894651811,CONVERSION,3940853,USER_ID8,7285537
ID830,https://www.amazon.fr/,impr ,2008585,1760194,7321558,9128416,9308392,1643894651934,NULL,5359701,USER_ID ,1085108
ID831,https://shopping.google.fr/,impr9,3228110,4697586,6032383,1292041,6683271,1643894652029,CONVERSION,8277979,USER_ID9,8167955
ID832,https://fr.aliexpress.com/,impr6,3666634,8525016,1193361,6924490,5798487,1643894652187,CLICK,1309903,USER_ID2,7397282
