Landing Page URL ID,Referrer URL,Impression ID,Asset ID,Active View: Eligible Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Activity ID,Event Time,Event Type,Event Sub-Type,User ID,Advertiser ID,Campaign ID,Floodlight Configuration,Ad ID,Rendering ID,Creative Version,Site ID (DCM),Placement ID,Country Code,State/Region,Browser/Platform ID,Browser/Platform Version,Operating System ID,Designated Market Area (DMA) ID,City ID,ZIP/Postal Code,Other Data,ORD Value,Interaction Time,Conversion ID,Segment Value 1,Rich Media Event ID,Rich Media Event Type ID,Total Conversions,Total Revenue,Event Timers,Event Counters,Partner1 ID,Partner2 ID,Google Click ID
ID : 4408,https://ebay.com,impr : 8,798071,5636128,7526829,9424879,9521574,1645232573243,VIEW,8939292,efb78aee-e6a2-46e9-8878-af09ebf20fd9,1134529,3692785,1850180,6837011,752157,9520,4558790,8299336,,WV,65784523663644,Brave,23091978,4951242,4790481,4089,'ProduitH':'l',ORD_value153g892,480065,0,539855,4373341,8637669,qty=6,8278000,etm = 1811,ecn = 9919187,izuuwihsylpkpbx781222,xolwqjwxvqqnaky766186,<button onclick=https://www.amazon.com?ocxbstdjfikafib>
ID : 4409,https://www.amazon.com,impr : 7,5138111,8377139,8156227,3459911,1261498,1645232577075,VIEW,7029099,c39b99f8-16e6-4574-bd1b-873cde411e87,3377470,5510064,7240325,6835448,4610232,8443,9683443,2939089,,DC,8753685264337,Mozilla Firefox,9876543098,5277061,7994503,1774,'ProduitA':'q',ORD_value756G942,970030,0,5646869,3540112,5789198,qty=5,7414000,etm = 283237,ecn = 6031726,qjnhlvahwxufjsi810685,nzmeojdrpglvzou250401,<button onclick=https://www.amazon.com?zebvuoravwrslfj>
ID : 4410,https://www.rueducommerce.fr,impr : 9,888464,8084281,8868960,9032245,2997847,1645232580873,,6687566,f43a4a54-5c44-4d50-9379-9f9479b35ad9,8363035,2718220,653775,840629,6671875,700,3866370,185005,,NV,65784523663644,Brave,9876543098,5728846,7802823,3252,'ProduitE':'2',ORD_value575y484,908297,2,1275344,7835815,5910043,qty=],3310000,etm = 783891,ecn = 1568463,afprygjwbfzvcel909563,srxepkmnlhanvls659782,<h1 a=https://www.cdiscount.com?imckhhceqfudqvm>
ID : 4411,https://ebay.com,impr :  ,549899,805183,7547412,9393694,5948292,1645232584643,CONVERSION,4637492,1060d0c9-9baf-4cb3-bd38-d3eaec2d1d04,8488834,6366361,5130987,4341502,3551086,6975,9390662,7691310,,UT,8753685264337,Mozilla Firefox,23091978,2134019,7934787,2018,'ProduitG':'A',ORD_value277P895,486267,2,7618338,7622198,8349551,qty=7,5403000,etm = 878438,ecn = 7333575,jwdaierzfgcrlzr180633,ktzzhbruzoshrjr234808,<h2 a=https://fnac.com?zsminnijhsztqws>
ID : 4412,https://www.cdiscount.com,impr : 1,3983662,438600,5032060,9219418,2857550,1645232588404,CONVERSION,3815317,a5a76218-ad9c-4d7b-97ea-653aee8f2fc4,1236544,6427356,8096565,9262443,767326,3047,172023,4417094,,CO,345978365835376,Chrome,5667292028,4403673,778926,908,'ProduitA':'2',ORD_value931B946,282797,1,4863243,3220585,6938628,qty=3,5669000,etm = 872764,ecn = 6277956,opexsyqjpakqmeg327872,ocqcwblxbxygmik862437,<iframe a=https://backmarcket.com?ftphqrhfqdqbaig>
ID : 4413,https://Booking.com,impr : 3,1330739,2029121,949186,9913083,7294808,1645232592160,,4085528,3fbbdb84-d1f5-4482-92cf-1e54ed4a6a1f,8157886,4830635,8051740,5249328,9406037,4238,6559595,7338935,,VA,2109367534582756,Microsoft Edge,5667292028,6466953,2000351,5405,'ProduitA':'p',ORD_value2000363,422624,0,5020959,6525865,1674087,qty=[,4975000,etm = 35865,ecn = 2317975,rzbjlnwdfoyitft862800,uzpkxdxegkcmcbt790346,<nav a=https://Booking.com?tibbwqhfykhlcsh>
ID : 4414,https://backmarcket.com,"impr : ,",50412,7334512,5814811,5245130,7397517,1645232596099,,3638877,cb2f8311-2860-4cf8-b9ae-e3ba21b2336c,890302,7369691,5925867,9542011,27404,7604,4218327,4721815,,VT,65784523663644,Brave,9876543098,5268007,1929406,7284,'ProduitA':'g',ORD_value474e470,89217,1,8470496,6995574,8404698,qty=7,1584000,etm = 905612,ecn = 6719617,suoyjmrexxmhbfe487700,rhkllmbdxihtfjc231933,<h2 a=https://www.cdiscount.com?praxblmitmyewhe>
ID : 4415,https://www.amazon.com,impr : 5,7922912,1072604,8618398,4245720,498009,1645232600031,CONVERSION,6417414,fcc904fa-4a28-4f99-b794-3b6e70eadd1c,7055389,2825737,5918249,7321279,211325,1396,5161686,632949,,CT,345978365835376,Chrome,5667292028,4024272,8134913,8506,'ProduitB':'U',ORD_value177o79,710158,1,4645662,1179953,4772201,qty=[,2047000,etm = 644285,ecn = 4844649,qthiloidjpkwnpm376994,xjwrdxzpkqghhpr169252,<h2 a=https://alibaba.com?zirgimscedmheku>
ID : 4416,https://shopping.google.fr,impr : 8,791285,7271191,5724871,5094287,6348241,1645232603943,,9555047,e55c3a2d-67fd-4488-8b5a-38f491306fab,4318283,4857389,2551737,5563958,7252233,1115,692652,6541344,,OH,345978365835376,Chrome,23091978,2873353,2147797,1117,'ProduitG':'p',ORD_value964i492,637995,1,7455946,5079099,2853123,qty=8,8204000,etm = 689104,ecn = 8586164,ebsxwjoappzavbl210008,gqzuimxpmhrlwjb893345,<nav a=https://www.oscaro.com?xfnopbfrzsetyan>
ID : 4417,https://www.rueducommerce.fr,impr :  ,187464,6058812,535953,5468524,3442776,1645232607803,VIEW,7313287,2610a7c1-f7dc-4a6a-9410-cc2f8bfe5f2a,6137035,2426588,3402200,2871569,7185597,7334,9294050,4824392,,IN,4534637355634,Brave,23091978,9274126,5542215,638,'ProduitF':'8',ORD_value648k531,612151,1,4320043,2547592,4068384,qty=[,9878000,etm = 602161,ecn = 4616052,zxqsrzihnzyancz126146,huabehpgutexnev661179,<h1 a=https://www.amazon.com?jroqpnwzueifubh>
ID : 4418,https://alibaba.com,impr : 4,7974868,7535368,3027924,3908281,1359945,1645232611585,VIEW,4465013,d6e35c20-8529-4fe2-8084-6d98dc466fc1,5611116,4200637,7576832,7434914,2237885,3268,2341973,5752595,,ME,2109367534582756,Microsoft Edge,5667292028,4471073,5049380,5853,'ProduitB':'B',ORD_value107S921,337883,1,3847287,9167533,2338104,qty=2,525000,etm = 588243,ecn = 3594859,vhhijcsabolwkek274745,smhkinrbybaggse919120,<h2 a=https://www.oscaro.com?klbaryiswfrxhzy>
ID : 4419,https://ebay.com,impr : 3,4348268,9678935,670745,8465023,8914682,1645232615373,CLICK,3170816,7ec6c480-c972-431b-be1b-caa9c7b205e8,123239,35559,7898606,468072,7181200,487,2670224,8319397,,OR,4534637355634,Brave,9876543098,9157362,7645151,2443,'ProduitB':'F',ORD_value707P931,793267,1,9989981,6021669,7011454,qty=],3478000,etm = 985717,ecn = 9343288,fqaamptnwjlsnme144466,gpkriggyxqsnjkw558060,<option a=https://alibaba.com?epyhogewxafeejr>
ID : 4420,https://www.amazon.com,"impr : ,",4966461,5084243,3267212,675219,706838,1645232619316,VIEW,4535137,3a653b26-c940-4e60-8b91-47b760c74c5e,7379220,3392410,2139098,5858453,742857,5753,6636791,5854114,,WV,8753685264337,Mozilla Firefox,536637292,5027624,1342661,6775,'ProduitF':'h',ORD_value867q435,772194,1,3340832,2440109,1877295,qty=],24000,etm = 808719,ecn = 8245141,uqffwdlwwrmmwsw606655,torsporwfchoxef768201,<nav a=https://www.amazon.com?rkpinyamsatyjlt>
ID : 4421,https://www.rueducommerce.fr,impr : 4,7356951,7014187,2455802,7045102,7993325,1645232623252,,6253260,63f03045-78fb-449d-bf2c-4fe4017441ef,7966532,9728550,7176314,162616,5748439,2824,5303470,3957265,,TX,65784523663644,Brave,246578965,8576932,4509614,6950,'ProduitF':'I',ORD_value779D188,879993,1,2940312,7259409,8246422,qty=2,3693000,etm = 55646,ecn = 2500384,rloigsyzpqncvqx160848,emzhanmjlvtnlqm248824,<h1 a=https://www.cdiscount.com?ibvgpajrvsqnwue>
ID : 4422,https://airexpress.com,impr : 5,3525733,8715494,5370011,4447305,7484648,1645232627137,VIEW,3045176,cc756775-75f0-431b-b0f5-a3fdd67ad930,5361622,9603874,2656695,3835565,8972530,5608,1826572,9522709,,MD,8753685264337,Mozilla Firefox,246578965,3339678,9931915,3440,'ProduitH':'9',ORD_value239r518,359655,1,5836825,1900175,4026206,qty=4,8409000,etm = 40189,ecn = 7690884,lmmfnzuaiswwqld229297,kaobjvfuzeiqbdo93094,<h1 a=https://fnac.com?bxobmyerwxwgyvf>
ID : 4423,https://techbargains.com,impr : 8,5138261,8882121,2538030,3747194,4354791,1645232630957,,1408901,cee88382-9c1f-47d4-8d19-47470d62fca9,5055701,7666364,66743,8141535,2421571,6244,2099219,1209825,,WA,4534637355634,Brave,246578965,2761287,1506198,7482,'ProduitF':'u',ORD_value53f783,520415,0,7145201,4902839,8633353,qty=2,7876000,etm = 27598,ecn = 3169144,jyyyzwvghlobncu561349,hgbieqrxzkpieuw571679,<iframe a=https://www.amazon.com?bfzmgguyflvxknq>
ID : 4424,https://techbargains.com,impr :  ,9373926,7702497,8474226,9255745,999770,1645232634752,,281749,cb2f8311-2860-4cf8-b9ae-e3ba21b2336c,4750382,2079509,2391403,4324823,2922817,6135,6909841,9645799,,CO,8753685264337,Mozilla Firefox,23091978,5296986,450578,8527,'ProduitA':'0',ORD_value15X879,845920,2,3439860,3928680,8554580,qty=9,6685000,etm = 900537,ecn = 5664097,nxdlvmrvkdezcay369748,mpscoqfimkyxwpk13911,<h1 a=https://fnac.com?ciqhvomewknnnnd>
ID : 4425,https://Booking.com,impr : 4,2209648,9187367,3009006,6197351,4747106,1645232638543,,3657305,6fe870e6-e32c-45f0-8631-dea44fc0ee01,4559509,795963,7195933,9801681,9813184,6451,3131902,3054837,,WY,345978365835376,Chrome,23091978,5551791,6197104,3781,'ProduitL':'3',ORD_value478z708,23423,1,1590308,7448937,1256092,qty=[,5231000,etm = 171351,ecn = 7950460,hbmrofafziiqdbx737768,blkqsebfjxnhunq466512,<iframe a=https://techbargains.com?qoappzxlorzcmaz>
ID : 4426,https://www.oscaro.com,impr : 3,4812560,7365971,3107646,2089846,2110475,1645232642351,CONVERSION,1772324,0f7f276a-0d90-4c51-9550-d637df58c98e,7650883,2056217,415510,3691847,308027,612,43247,3405106,,WV,345978365835376,Chrome,23091978,24400,7785959,2939,'ProduitG':'h',ORD_value500K442,552913,0,6512348,5924070,5572342,qty=],7990000,etm = 980329,ecn = 4768621,lrflcxveyoddbwf715419,deygoxewfnixkcq755316,<button onclick=https://fnac.com?gvrmtsrrwkewbdr>
ID : 4427,https://www.amazon.com,impr : 2,8305039,9578964,8400324,8556838,7328215,1645232646132,VIEW,4863076,47259d1e-c172-4886-a893-675658ed9272,4976969,5827378,939645,3516729,44580,3409,8682376,3759101,,DE,8753685264337,Mozilla Firefox,246578965,4356635,968536,6933,'ProduitH':'l',ORD_value15e163,619319,0,1583894,7775858,5430499,qty=2,896000,etm = 320429,ecn = 1599761,adohdgicldpyfbd416934,caezoleakerlcth345591,<nav a=https://alibaba.com?dbzucjimquyethi>
ID : 4428,https://ebay.com,impr : 4,8361489,3392944,261977,709507,567041,1645232649900,VIEW,9944092,f6a4ca99-44f8-4b85-b347-b4b2dd2c14ea,3308714,3133418,4094842,9169620,1685313,247,3845039,9127636,,WI,65784523663644,Brave,536637292,5208108,1550210,4362,'ProduitG':'j',ORD_value388V508,253330,0,4780610,8042661,6186121,qty=1,686000,etm = 680347,ecn = 3454800,iilllgvpurmifxc983800,zbllppyfkzwepvy301370,<a href=https://Booking.com?wakrpexailxaepf>
ID : 4429,https://fnac.com,impr : 0,9715054,7623141,6888219,3812964,6671080,1645232653677,,7253719,8bd24acc-07da-4848-8a68-45647a2334a7,4015184,3874497,5329677,8578585,2009542,1179,8892350,5584372,,AZ,345978365835376,Chrome,23091978,2447274,125139,8627,'ProduitH':'r',ORD_value97k896,640478,1,4913536,1435059,6564185,qty=],5200000,etm = 733305,ecn = 698600,kynptiqrngskkzg639533,hjtdzjqzowdvmub770763,<option a=https://fnac.com?zigkwxmfphnswar>
ID : 4430,https://www.cdiscount.com,"impr : ,",9128257,8718630,8156357,9713567,8955516,1645232657458,CONVERSION,8442607,efb78aee-e6a2-46e9-8878-af09ebf20fd9,9254330,4051640,874521,963506,4983665,6555,4222759,1833068,,DC,345978365835376,Chrome,5667292028,8774832,5565212,6920,'ProduitH':'X',ORD_value783l663,427798,2,6842224,7192115,4416618,qty=6,9602000,etm = 112169,ecn = 5872672,evtwazowljgfhmt4122,ifawqcqvzbyqgyo448424,<img src=https://shopping.google.fr?zolyqvsrhijcuoo>
ID : 4431,https://shopping.google.fr,impr : 7,1267683,7740150,8599210,3479259,8921354,1645232661217,,455795,1ce1c2f6-1250-45fe-9793-a2ccc409f58e,7425614,4809755,5189351,6452860,1853331,1288,3204718,9361748,,HI,8753685264337,Mozilla Firefox,9876543098,8784273,5842803,2735,'ProduitB':'2',ORD_value136B815,270325,2,3341352,3839625,3110185,qty=2,9110000,etm = 439296,ecn = 510627,lldorndsnaqgkus916777,pvonmntsnyxabvu499483,<h1 a=https://www.rueducommerce.fr?yrrtairtgrrwvwe>
ID : 4432,https://www.oscaro.com,"impr : ,",4096460,433587,2966042,437855,3704984,1645232664978,VIEW,2475149,c112c443-72ac-4367-a7de-bb21a86be401,1899178,3333308,6072983,2131953,6796105,7814,1009058,6037223,,ND,65784523663644,Brave,9876543098,3596226,1924866,8871,'ProduitF':'7',ORD_value97l470,222804,0,1420944,1224130,8852464,qty=],69000,etm = 807392,ecn = 7474788,dfjydjvyxboaiva991872,rdfsyizvcqzqoyb166061,<option a=https://www.oscaro.com?paoyvojpwnfxzzn>
ID : 4433,https://ebay.com,impr :  ,32669,6945555,6469831,7310250,5365901,1645232668752,VIEW,8716280,c39b99f8-16e6-4574-bd1b-873cde411e87,7713222,5460587,1064061,7974923,1018843,7716,445153,2664856,,NM,65784523663644,Brave,536637292,6306570,6638991,7862,'ProduitE':'7',ORD_value880F252,281996,0,2133892,3618355,1472458,qty=7,9014000,etm = 912543,ecn = 7201398,aurqjbrqxdzffsr688508,rjvhmgmuinkoumr652867,<a href=https://airexpress.com?ryuhwkcsykpmzow>
ID : 4434,https://shopping.google.fr,"impr : ,",8775991,6125377,7433721,6066347,1706588,1645232672660,VIEW,2257752,1efbf606-c128-45cc-beb7-15be0db00548,1935068,4519672,2662097,9486709,2761848,6035,1307870,2258830,,VA,4534637355634,Brave,246578965,31326,5206137,3264,'ProduitB':'w',ORD_value433I14,548453,0,3689798,6275351,1179166,qty=4,706000,etm = 461811,ecn = 8139900,awdlmgmkzxxwcuq420983,xrkgtpvbizjswey119973,<nav a=https://www.rueducommerce.fr?iwwzcdzxfqdbege>
ID : 4435,https://backmarcket.com,impr :  ,5777258,5650035,8306781,8851833,5226092,1645232676486,CONVERSION,3917747,d4e28104-b6d5-4768-84e2-eb844c2f562b,7756169,4722004,6971713,258446,5478354,8121,6445262,6862674,,MS,2109367534582756,Microsoft Edge,9876543098,7197414,9193932,61,'ProduitA':'d',ORD_value665s870,757089,0,4658381,8012519,1823077,qty=8,1358000,etm = 720785,ecn = 5885347,aveuhdmzcvcjdxd531359,yhzuahfmiypllou170677,<option a=https://Booking.com?ohjjdrxblqlsxrq>
ID : 4436,https://backmarcket.com,impr : 7,8547782,2784502,5315992,6131302,2274156,1645232680244,,3852691,d4e28104-b6d5-4768-84e2-eb844c2f562b,9547026,7011958,7336247,7584261,9459733,3128,3323567,8311470,,VT,345978365835376,Chrome,23091978,5399243,3580348,3143,'ProduitD':'d',ORD_value771u716,621781,2,6285078,9980723,8432598,qty=2,9581000,etm = 912328,ecn = 9111134,yuafdjpghchqkqm575426,hvgnqhxbjunswhv153847,<a href=https://www.cdiscount.com?fthqierqpflczlx>
ID : 4437,https://www.amazon.com,impr :  ,1814805,4437143,710161,960611,8515849,1645232684006,,2823494,d52b13cc-2e38-4238-850f-4d93c7cea983,6651591,4838368,1421595,449812,388369,6072,8288027,4450100,,RI,2109367534582756,Microsoft Edge,5667292028,2140169,3789267,8809,'ProduitE':'S',ORD_value236Z518,127998,0,3578025,5476422,2667785,qty=6,7645000,etm = 284878,ecn = 8602784,yvyzrazdilrvbtg757951,nmdcscglmcycdba371115,<a href=https://www.rueducommerce.fr?mfdgradvxjgvefj>
ID : 4438,https://fnac.com,impr : 5,8797286,9844868,8490873,8309064,2934317,1645232687772,,5069178,4afe9238-23a7-443b-aaa4-2fe35c9fd3a5,7260557,2102507,3233133,7012349,743782,6957,8575831,8373629,,NM,2109367534582756,Microsoft Edge,246578965,1804335,9694140,4609,'ProduitF':'G',ORD_value83W649,208131,1,1200236,8740437,8076863,qty=3,3359000,etm = 205697,ecn = 9475753,xaaajqbtchqpqxs430894,twsczwkpxmvrixo970211,<nav a=https://www.oscaro.com?bqbnsoyjwtgqyxw>
ID : 4439,https://airexpress.com,impr : 5,5581359,6987602,3585819,3546362,19991,1645232691593,CLICK,9426711,d52b13cc-2e38-4238-850f-4d93c7cea983,7393673,6352172,1301773,7459774,5528625,1444,3697555,1761322,,VT,8753685264337,Mozilla Firefox,536637292,7164119,675372,3071,'ProduitB':'0',ORD_value760I192,65139,2,2027672,735606,7206170,qty=3,4177000,etm = 565482,ecn = 4692228,lkajrnljumpcozt717271,oshsnmyqipoghtn221141,<button onclick=https://techbargains.com?mageeanfkennsqf>
ID : 4440,https://backmarcket.com,impr : 0,3877175,3923773,5799393,4145551,2687802,1645232695536,VIEW,175515,311ee4ca-7046-439f-805c-705c3ee34497,3415236,7238160,2264870,7723825,5243133,6722,2196231,3945869,,MA,4534637355634,Brave,5667292028,8360629,6242308,4480,'ProduitE':'S',ORD_value1130941,927743,2,7023259,1659653,9158396,qty=8,7103000,etm = 652663,ecn = 2982856,vpcnrsinzhshypq963997,nornsubsvelysqm532054,<img src=https://Booking.com?atffvopqkvcpycm>
ID : 4441,https://www.cdiscount.com,impr : 5,9290679,9358085,5971404,3739741,2828636,1645232699335,CLICK,496270,4afe9238-23a7-443b-aaa4-2fe35c9fd3a5,5997058,9651931,1850820,9821761,6069614,8370,953713,7760879,,WI,8753685264337,Mozilla Firefox,9876543098,6396999,9345005,484,'ProduitC':'1',ORD_value776R844,434763,0,8931061,9792261,9695970,qty=2,2144000,etm = 778549,ecn = 4025887,wkpmrusowskdejz401386,gztjxcvwapfpsmp76525,<nav a=https://www.amazon.com?gvztvdltjiayijf>
ID : 4442,https://ebay.com,impr : 8,6342570,4290740,6444014,7682540,1374227,1645232703158,VIEW,1197516,2b00738d-eddf-4711-b389-0577eae36d9d,3182296,7816249,8495300,8528762,3795890,1891,2495818,6610035,,NV,345978365835376,Chrome,246578965,4160252,7683054,2432,'ProduitC':'4',ORD_value818l516,805797,1,1496100,590498,5715443,qty=[,4518000,etm = 829272,ecn = 5487726,fmzoptddxgltiyf266393,jcnyqqdwfzsnwqg201514,<iframe a=https://airexpress.com?itnzqyvaizlsncg>
ID : 4443,https://techbargains.com,impr : 5,8983605,9686903,1157368,6517191,3761088,1645232706989,CONVERSION,1150671,63f03045-78fb-449d-bf2c-4fe4017441ef,5877360,9020788,6259785,3317839,8080202,5538,620605,822056,,OH,2109367534582756,Microsoft Edge,5667292028,8979559,5677021,88,'ProduitC':'7',ORD_value873t12,391027,1,2831550,2767779,7655933,qty=6,418000,etm = 748123,ecn = 4340156,ociqgawqvauotct502430,oqmnuarlxzbhsse430855,<h1 a=https://ebay.com?zjlmswiyebuqyaf>
ID : 4444,https://shopping.google.fr,impr : 3,6473049,4915311,7563112,3096607,171648,1645232710794,VIEW,1374189,c480d49b-c3a6-41fd-8c49-4e65cb0cb53e,3673664,1174843,9971192,8988885,5578400,6636,4098266,8923357,,NV,4534637355634,Brave,5667292028,7918420,7879201,6767,'ProduitG':'1',ORD_value536S316,579474,2,5759671,4902815,4034256,qty=3,9817000,etm = 692382,ecn = 9931744,owszpluhjhasaos962521,qubclruxofxbhxa979352,<h1 a=https://www.cdiscount.com?auoidcevhxrjqcr>
ID : 4445,https://fnac.com,impr :  ,8721047,8470387,7908536,8989411,2527998,1645232714599,,5681116,03973e99-612c-4395-a4d6-fd16964bfe7f,8448535,3900151,1161605,3855584,3184670,3971,8077302,2473461,,MO,8753685264337,Mozilla Firefox,5667292028,9163709,3883390,6045,'ProduitD':'Z',ORD_value665k307,622104,0,7327437,5081691,8024383,qty=[,6927000,etm = 307205,ecn = 1274491,ginbcfusmalhzzc817789,wmoijzxnetpfufu542381,<h2 a=https://www.cdiscount.com?jkdyxzdnaszcetg>
ID : 4446,https://www.amazon.com,impr : 8,1810842,9880660,8593900,325540,5876832,1645232718393,VIEW,6661438,5053a78c-3e75-490e-84f1-3feb40b7b6b1,1104458,3491223,9454226,6718591,2218740,9151,6577082,9965339,,VT,4534637355634,Brave,536637292,1408785,5406468,1505,'ProduitC':'f',ORD_value6741975,276591,1,9314609,8111269,8903814,qty=5,5527000,etm = 269782,ecn = 2666048,jiwjkdobtnbhbew109497,bfghmyzoeiogydk184320,<h2 a=https://Booking.com?ttyqdlnmwgplbyv>
ID : 4447,https://backmarcket.com,impr : 5,5538865,4637355,9468242,6156275,3273882,1645232722184,VIEW,4841735,fc287325-f275-42e9-8a16-33570115f431,352785,6853416,7232094,7792705,3761575,2989,4631978,9746928,,NV,345978365835376,Chrome,536637292,5290728,9834503,3871,'ProduitE':'I',ORD_value194M405,10508,1,7040171,7661922,1836561,qty=3,8918000,etm = 80403,ecn = 1750655,whcxaduvxtwlknm923951,thdtttielgggrfs675983,<a href=https://www.oscaro.com?xcvmgayspmchcrc>
ID : 4448,https://shopping.google.fr,impr : 7,6611883,3700603,2722055,3043836,6372476,1645232725915,CONVERSION,6505363,17b6424e-0fe2-4c8a-8b78-e80da3f23194,2142616,7057896,8251706,150934,7102351,189,6643341,5179760,,LA,8753685264337,Mozilla Firefox,9876543098,8158547,4539525,7923,'ProduitD':'C',ORD_value977i887,989702,2,7638141,7947089,5346354,qty=3,7692000,etm = 861219,ecn = 2111072,lmffbmggbqcaenx437756,hdnusrxmsagtoln79579,<iframe a=https://airexpress.com?bbkqtamgftkfvah>
ID : 4449,https://backmarcket.com,impr : 6,738625,6075623,3325785,3314572,7976007,1645232729642,CONVERSION,7745474,d6404d6d-f8fb-4e14-af25-541ddfc292a6,8703045,6679574,4460936,9921416,7189762,9368,3289164,6662698,,VT,65784523663644,Brave,9876543098,5313288,7991329,2255,'ProduitA':'E',ORD_value635C455,415878,2,1432604,3843397,8459055,qty=4,7676000,etm = 884318,ecn = 789761,szajwyuxpivipoo676565,smgqclrjigemaol622267,<h2 a=https://shopping.google.fr?ljfdpraavytqhov>
ID : 4450,https://www.amazon.com,impr : 9,7779019,9995233,2278530,8563656,2079450,1645232733394,CONVERSION,1712944,859eece9-5661-4779-847f-8ca8c018e817,7026081,9164599,9338297,9335289,8159251,2338,6550431,6090526,,KY,4534637355634,Brave,5667292028,2718441,5435870,104,'ProduitE':'e',ORD_value948C695,536850,0,3133151,5582628,4707571,qty=7,7963000,etm = 209593,ecn = 3166098,fhhntspsjoylqmq712585,onhtdbmwwptumqt795466,<option a=https://backmarcket.com?mqzdwexgupolhlt>
ID : 4451,https://www.rueducommerce.fr,impr : 4,9728369,6124685,9739899,6700424,9016001,1645232737209,,5570305,fc287325-f275-42e9-8a16-33570115f431,3779051,98094,7496544,7508031,7947336,8147,4049675,8199281,,IN,2109367534582756,Microsoft Edge,246578965,5469800,3111632,1473,'ProduitC':'N',ORD_value6108454,86717,1,8548304,3401495,1781261,qty=6,3939000,etm = 416317,ecn = 2363280,lmvgkrxmprwszll507428,byipqsbsxuenlze772438,<h2 a=https://airexpress.com?rwzaeruybknrmcl>
ID : 4452,https://ebay.com,impr :  ,3070949,5770871,6525873,4379974,4045021,1645232741011,,3427276,639fbab8-de66-42aa-9c34-8cf4060f91f3,4741610,4078878,1586444,2808197,4259036,1692,8219669,285306,,LA,65784523663644,Brave,536637292,963090,6363097,1836,'ProduitE':'f',ORD_value256X810,905110,0,7576780,8823671,6154547,qty=],4288000,etm = 649388,ecn = 4450054,ufwwnirhdtigjsj858003,nlsqzaspsqwlzap203408,<img src=https://www.rueducommerce.fr?uiumdaqaudvlwss>
ID : 4453,https://techbargains.com,impr :  ,3406352,9066686,7902965,2468685,8110434,1645232744799,VIEW,3717466,e55c3a2d-67fd-4488-8b5a-38f491306fab,3542348,8607681,8638291,9432025,9083730,4166,5378312,9044388,,GA,65784523663644,Brave,5667292028,8255061,1974065,4700,'ProduitF':'P',ORD_value6028641,269303,1,6071995,8485222,3107900,qty=2,8083000,etm = 42910,ecn = 4003414,nadvlungvathjtw61740,rrftbwggqjevbgi313467,<nav a=https://www.amazon.com?qefxwdelhwlxohi>
ID : 4454,https://techbargains.com,impr : 8,5808423,2757476,7711154,7342906,8292640,1645232748557,CLICK,5714533,4513b579-6ce9-46b6-bbe0-d2d7edcaada6,5518535,9662118,8589430,8885791,6207646,1815,8730406,5285689,,OH,2109367534582756,Microsoft Edge,246578965,5878635,1957592,5149,'ProduitC':'7',ORD_value9209686,825760,1,5318237,2863348,6053479,qty=],1158000,etm = 754676,ecn = 9445398,haxcozfsvbrccbf67222,alcpevocqrjnatp896256,<h1 a=https://www.amazon.com?rverpxyaqeivkos>
ID : 4455,https://www.amazon.com,impr : 4,5376932,4577962,8972463,2699429,6950354,1645232752339,CLICK,7744606,17b6424e-0fe2-4c8a-8b78-e80da3f23194,2573594,7189557,6855228,4493774,5298488,1174,5045638,3117863,,HI,8753685264337,Mozilla Firefox,5667292028,2474177,6765263,5704,'ProduitE':'H',ORD_value632c61,269704,0,5121134,2086045,8225207,qty=[,6381000,etm = 188185,ecn = 4274693,hkqmdawlgddvwpx529146,cblzoysacgxvkhm518533,<a href=https://www.cdiscount.com?evxmpaotjwarrmk>
ID : 4456,https://www.cdiscount.com,impr :  ,1111507,2533938,1532828,7777037,6628050,1645232756218,CLICK,5368450,47259d1e-c172-4886-a893-675658ed9272,4677216,269268,7085233,666204,3630629,6997,577218,2143275,,NJ,4534637355634,Brave,23091978,2579441,5713577,4200,'ProduitA':'H',ORD_value946G718,527208,0,6726192,8023611,6320474,qty=[,6354000,etm = 252515,ecn = 9061780,ndlbbdcnwvgqzoa305149,qopcgaoxlfgxhoq444788,<iframe a=https://Booking.com?xzwzrhpaebqwqmv>
ID : 4457,https://alibaba.com,impr : 7,228467,4571686,9293810,2917368,1539487,1645232760317,CONVERSION,4033182,128da651-2c36-4e8f-ba7e-00ad488022c8,5205760,7722235,8638810,191448,1715855,7102,7119095,7796777,,PA,65784523663644,Brave,536637292,4666254,7625392,3125,'ProduitC':'i',ORD_value92i737,184132,2,258541,4783603,909719,qty=],7654000,etm = 437985,ecn = 8425686,eoffrehchyjbans255683,wkwcijvhibufohu71039,<iframe a=https://www.rueducommerce.fr?wtlhidmbjsieele>
ID : 4458,https://shopping.google.fr,"impr : ,",5198825,2908408,5924451,2766795,7133514,1645232764364,,2187352,ee12664d-a9dc-4ba2-b410-8374e509b701,233708,5293904,7698688,899860,6877904,3297,6939129,1235239,,TN,2109367534582756,Microsoft Edge,23091978,4810470,4274465,480,'ProduitE':'a',ORD_value365k786,33665,2,4474437,4591383,5010126,qty=],423000,etm = 520690,ecn = 3905816,wdxgskwuqusxnjb291401,jsxnfipkelfrwgc769282,<iframe a=https://Booking.com?dfqoscdhieupgkc>
